Episode Number,Chunk Number,Duration (seconds),Transcription
21,3,30.0,opalena ke gotlhalapiro tedlikaning ka jalomotiakare tselo sete kwa godimotsa botlhokatiro ke the ba kwa tsegolo sa go tlhoka dikapikano bonageng mme kowid  ee tegeditesemofelo kajalo mwelto  botlhokway go botlhokwa re go hitagajyanya e batho ba ddilie nedilesomn kannttar ba ba inkilenka botlalemafika bohran ne di yo onya ba enkilaka moente wa jonsona jonson
21,4,30.0,mo bagodingba ba dingwagadilmatsumamarataro le go feta go entide dipe li matsumamaratarong fa go impide dipe kheta matsuma matlhano mo bagolung ba ba di ngwagadile magareng ga matsuma matlhano le matsuma maratarong re fa lefoo mo bathungba ba dingwaga dileng magareng ga uma maraaro lentlhanin le mathmamanye le borebonn gointule basadi ba lbidpersente dimathmamanyen le banna ba ldipersente le mahmamararntlhane
21,5,30.0,palo ee kwa tlasiyabatho ba baintueng ke basa ba ba dingwaga di fitlan gomatsoma mararo lebonen moe leng gore basadi ba di badipe matsomamabeditharo fa bannya pe llesomel msuupang magaetsho go na le ba tswenyaga goreng go le motsemagafa basa ba fa ts negethapraaka gorenk gaba enkiwan nitjaana gore ke bona bato ba ba lemofemo ta go dira le go mna batlamedi ba malapang nedile
21,6,30.0,bona batho ba bannang lekamano le ba thonpa ba itsin e kapsa elekwagaeng mo mafelong a botle gotsa kwa pihung ne habantse baamana bato ba banjalon banna mo matshotsetsing a go ka tlhotega ka khohid nnkin mo ba kafeleletsang ba gatellathatan gotsa ba mo gelaokwa maokelen tse ba tleelen kgopa batlhopafanang femo sekannalitlabrahopedithafiamanja ka go palelwa ke go panelalelafam o gulojang ba dirid
21,7,30.0,banakwaanang gonne mothapi a ka tlhapa mothyo mongwe mophatlinya motho yo alwalang fa tsantya kokotlegeelang me seemofelo seka thatafana fa motho a tlokafeteng gonne heno e tla bo e le mkhutsojwa go bona lipelola motlanedi wa le laapan mme balelhapalagagwe batle gonna l ditgeto binti mogolo janta go tlokamadi le kgapeselo ya maikuutlung kidjaana go rere kgonago e fo gafemofeno ka go rutleta baka
21,8,30.0,amalapang le ba malapa bona go ya guukiwan legonne defata fa rabelanaka thirimtsetso e ne pagetlen ke gamento ya kobid  magaetso a resennon mo difihin diaaka lellun ne rafeleletsaree e moheraintsedikgang le thirimtsetso ee hohahetingota ra dilela dkakanyaterbithipan e lekonpuretiteoris kaplo ya fien kia go kopakatsetswe go nna lekitso ee malebaka nakotuthenka
21,9,30.0,ka bokopabadiri ba boutekanele gokose r mutsetsa le go araba dipoto ta gago ka ga  sengwelesengwe tsetsamanang le kolid nin klin gwa thaiponele tshriliseto ee mepageting mo mekwebing ya thriliseto e itanyigang e akaretantlhulaganyo e ya durageng e imme panbikelobekenm aga bofitlataba botlhanong mmefete botlhokophataki go bona moento ka bonakoje bokonaganangwe go nne raipe gore meento ya kobid mateneb
21,10,30.0,thiideng yidirahentlethata neidibe ihithalakonoolon magaetsotswa llapele go dirisatithirlatsatethatlo gong o kibenkwolemolong apa mato go ka nete lehhepa masotwanele matsoma mabedin gota dirisa hebla ditwatsise the naletaagin noo ka toga batabulinnaon ke leparapheto ya nnenad a modimo a leberekeng kya be boga emon lemohelathlateka leboga
21,11,0.51,lekwa
22,1,30.0,ekitshedimosetso ya kofid nuitlisediwake mo tswedinya fem konkabokamooso o so re tsogile renamatsaparalebogatle kiaitsi gore go nale moret ba tlangomoaraba o boditse potso moo bekinyifitilenko thuloganyya nnalonale mamalindi mefela tla re thuse moreti ka potswo e o khono go mwanela karaba tlarutle tswebdumea la momalendikisuuma kisuuma momalendi na ke na gana goreng mo dipatmentenyaarnadintorontooro keb
22,2,30.0,toa bantsibaele gore bankile moantwa ntlha mamalende okrayateite e ba gofile nyone okreauuwo mokhauntrimamalendi ko bo botswana boswatsilente a gono o bweela gape gore kulonka moentwa bobedimamalende o ka re ka bamante ajeba gore baaga diriaenye gore meebi ba kap kritan tsetla dirang gore meebi le fao tlhabiliko ba rastembe ja ditaawefitlha
22,3,30.0,mee baba go faesemesenyana ba o riferela samnwekotlabongolokoteingo ka reyalomamalimdi kapamentarneka e kapkreita disistimitsa bone e nanago ka nna petere yalomamalemdi tankenkautge ansa otyo ee butlhakwa khata nnee harpa gopola gore mo mo di bekentsehipileng lekgopala bidekanolole le laabe ga kganya gorekgonana bathbaban
22,4,30.0,babaileng bavilokramu entowantlhanne ga baya e go kramo entowa bona wa bobedi mmen lefaphala bipekanaleke ge ditlhalotsa mmen le rutloetsa lebatho gore totatata bavilo kramu emto o wa bobedi gore ba kiretshireletso efedtenkgwa oka go pela gore morago gabek matsatsi a le ftt o tloke ke gona o tsanno o yeng kgukramo entewagwa bobedi wa  hlasa ke dibeke tsedi raparote mrago gapo o t
22,5,30.0,oilokram nt op nne otlakria efenef e go blelangore o yakae wela polefelenagola go enta gore okramu ento o nme gwa tlhaloganya gore go na le batho ba mae a ka morepadiua gore batho ba bereka ba ba dipiro me ntlhakapeleley lelapa le ma baka a mang a e tsankorbago ba sa kgono go boela mo entwa bobedi mmee e lefafala bipikanale lerekweta goreo
22,6,30.0,naya ake rabonaganani emontototota jaakam difaphala bitekamele leba tla batho ba bantsi ba entiwe nee tsa mubokin o kayakolen mafelong a mantsi a go enta o hena yona apoenmente gore o gonokrea moento kapa okaonyl o kaleletsa yonen moro ee ya ya kohid n gore o ba bleleki mathata a go kapa lebaka la gore o pallwek go ya kole felemle
22,7,30.0,e o notso entualantlha kolona gore o kgona goya pa lebakala gore ke ba tlhobabantsi ba ba ental ee kapa ke ba tlhobabantsi ka nako e ba ba tlhokangwe entelilotso yang ga ka nako e a go na gore lefaphalabitekanol lekae tsa maen maano a gore thutshebathyale mme gaokapuumela yon gaokaleletsa yone nomora ya gotline e ya kohid  o ka kirea thuso e mmec
22,8,30.0,batho bakoo lefaphalabitikanelo kapa ba hotlain e ba ka go thusa go go potsa moretsi hotlain eo ke et tpn mmek yone eki khofelta e ka thusang gore o bone gore ga o na le dipoto kapa le mathapa a o na lonokago ka moento gare kaagopola gate emon haribuakan ratlaloganyo go nalemabaka a etsangore batho ba fa nnapenko ne batsho ne ba ede
22,9,30.0,epen ne go retlhaloganyekapa rii et goren   go retlhaloganye kapa lethaphala biitekanele wald harb organisation la tlhalofa gore re sa enamalati a feta hfo piliro krame enpo wa bebediga o kerelemo enpo wa fadan mmege kaka lebakale ga o tsamaya kapa o le fo e matsatsi a ga go a fotithu ail a tlophita eskghale ke nnako ya goruu
22,10,30.0,bofoumela the kobed hotline gore o kriee lehlelo la bopedi koka ile krame empoten me kanako e yana gomme mafelo a go enta a dumeladiwoking le ga o kaya o sa foumela yone nomore ena waya wabatla setsa matshata a ga go kapa nabaka gore o pallake go enta koo n gore o kremo enta gwa bobedi koo o tso ent wanten lantha aoka batlhalofeta ba ka go thusa
22,11,30.0,go botlhopa kanako e yana raito gore moento wa fesa o go fa tshireletso ga o krelelomungwi ne go botlhopa gore o treni ento e le me bedi go nne e ke gofa tshireletso e ko dimo go phala ga o trile moento o lemongwi raito le kanako e baitsana pebalebelepo gore rekate na moluonla boomne lam leroborobo legolole me ga reenetsi ee tswanedilotseon e re bono gore eretat e
22,12,30.0,rikria thireleto e tlhokiga ee re tlhokang gore re sa tlhwataga ke kohid  ra gapelela lenommeleng mmee moret totatota kgang aibutang ke kgang kee le le paphalabipikanolo lebono gore ke botlhataba gore motho o ya kwilo tlwa mo emte antlha mme wa bobedi go nale mathata kapa gakitikeng kare go nale ba tlobandi baba saen khwilokiria mo ento wa mone wa bobedi ke tswana tsaka jeko
22,13,17.16,ra lebogapontsogtlgetsitlheee re tadirafela gape ialo ka mosomo msong o nnantse o itumela ttilaga okeren e uitumelele tatilaga go lena lena mohhela lemakobedi lebaretikoga reklabuapan raleboeg atge
23,1,30.0,e ketshedimosetso ya kowid  noitlisediwa ke motswedinya femo konkabokamoosoo tlare buisane ka go endiwa ga bana monakanyaaro na tlare bisane ka klaiokay imon mo pekin e fipilenkrumkuile lehapalabitikanal bia gore bana ba ba nnomodingwa gemteta kl in e bakasimulola go trano ento mme ga re lebelletse dipalopalota ronatsamo afrika borata gore ke bana ba ba kae ka parna lebthbal
23,2,30.0,y ba batana mo dipalopalempe baeke bana bale sf milion ba ba le mo dingwa gantse tw  tlala seein ba ba ka kiriang mo ento o kanako e mmed baetsa ileenpe ya  setlhabasa runa mo afrika bowa ne lebua gang ena gomiya le batadi ba bantsi ba barenkgaba batle gore bana ba bone ba krani ento mmetse ba se lebelanke gore ko mafatleng a mangwe e bulg
23,3,30.0,le go sumololtsa go entiwa banabane mo jaretena mo di ngwagentsena nne  san sa sa bobedise tsi simulupeng  lebaka labokedi le di jen faphala bitekanelo lefetshwetso ya go bulela moento moo banembantingwagatsena e ne le ka le baka re bona go re bago tepagoolo kapapatsi ba baleng goyakodimo ga ndile een goyakoodimo ga ba tsetlele batsayamo ento ja ka neretsolefetso
23,4,30.0,gore re ka ba bona bat uthayan mne sese botlhokwaki gore retsanemo yona herk muti ena me re ka spene re sa bone dipalopabatsabatsipapa sentyp ya setlhabasa afita borwa ekrele mo enke e enkile ka lebaka leolehopalabiitukanallare tsetse lelebelletle gore go bulela dithinekes kapab  bonebatlha go tlo thusa gore re bonemo ento
23,5,30.0,kapa   go enta gahthabago ya kodlu mme tsese botlhokotso gore batshabana ba tlhokra lemao le le le ngwela faeda go nne gwa bona gore  nte gona lelpattetsamayang gore ba bathababa ba ba nna kapa batshababatsinand gore bahinane ba balemo ngwagenta twt s dipatlisiso tsa baitanapa dibontla gore baka bona ga ba ka tradito e pedi
23,6,30.0,e go bontsa go na li hard inflomation e diragalan mme  go bona gore go thibella di inflomation tja gore didiragale lefaphala biipekanelo le baitsanape ba  pilena e leya gore batsha ba kiremo ente o le monggare ebele kgananor nntoere nanlion mo afrikabora afrika bora e na le ne ento ya gore e enkeratbale e ehee
23,7,30.0,eente batlhobabotle nne e ente totali sf kgaf halofo ya banaban ba di ngwagate thwa ikhala se palen f minienre lebelaka nnomorotiritanankobo tht milion ba ba ka kgonango enkiwa ka me nto e minken kanako e yana gomne batlhokafela mo onto o nemong mme ga rele beletsa gapek gore ka ntlha ke gore tseba botlang go bona gore pe le ngwag
23,8,30.0,aede tsekolosi se mululamongwageng o latelang o ttt banaba e ba e nkile go fireleta ditshetego ko dikolong ko di unisesthin ko dikholetin le ko gotle koo re bonang banaba ka kgbakanateng ne garelebelleti fe mtlatsa papa aktin direktor jeneral ya ko lehathalabitikanelo yoo e len nekled krep habuza aree
23,9,30.0,bana ba tlokiria mo ento o gtemo bekin e lapelanye ka mabaka a setsekabile ao emon ga go lebelelete gape tatatsata ke marematlou a tlo bonang batlokiramo ento la ntlha go nne reite gore batloo ya ba ka semolola go yaun tmngao lapelang mme gape le bone e ba na lenakopelebakwala dikeko tsa bone tsa ngwaga o felang o  gore ba khona go
23,10,30.0,go fola ba fannalidi faedifak kapaditlamorago tla mo ento gonne bone ba semolula go kwalaka it he takghwedie ya dithalani mmee e gon e sakhakione dimelepeng gore batho kapa batjha ba baleng ko di ngwagantethab ko kela s kiremo ento o ne ka na ko eyana reko leballa go re ana bakadi kapale bana ba topay ka na ko erei
23,11,30.0,igore emintarial adwisory kommittee ya kobet dain e ka bikhutanyana hetseritsimoletse gidita sene sinek ba buaka gore ba batlwe bo bonna gore kidi tla moragotlehlin te ri kan naneteng moba momajheng mme ee bo nenkione mo bashimanin moo e tlapanteo sa batha gore mana le information moo dithiken kapamoo  dihadmasl tsa bonye ne e bita go rek
23,12,30.0,ne miokhayditus de pherikhiditus maletsi a pen nne a diragala thata mo basimaneng go phala mo basitanin ne kanako e yana ke kan lebakaleo ba kran mo endo o le mmo mu heela hananong go tlela go bonagor di tlamoragote ikiejyakin en daitaanape lebako uk baitaanape ra banti ba mo lefasi le ba rona bano afrika bora ba lebelleka ba le belle kat
23,13,30.0,loth o gore ke eng fetsepa ditla morago je moo banengba bashimani mne kanako e yana gwa bota gore ga go na ditla morago tapemu ga ba trile mo ento o le menye ke fela gaba rile ne ento e ne bebi ke ka leba ka leo ko tshapra le lefaphalabtekanelo le terrin thwytoya go fa batlha ba dingwagate twa ikalaheenti mo ento o le monye ki tanatakajeko emon mmee le ga ntsebeke e tlamaya retla diya raba di
23,14,30.0,edin ka lebakalela batlha ba ba kramu ento le gore anna ba tlhoka gore batsadi ba ba pinel le gore ba kramu ento tapabakeitsanela fela ka bo bone ga baratlamo ento onwe retlabua ka tswone mo bepin e themalapintatsana e tsanafakajekwe emman latla re tla diromelakwo go zwena  tlartla le dikarabo ka kganyenjha ya go entiwa ga banamanagenyarona re tlatla le dipotso skwatshenyagapontsho ra le bogatlhe tlholwa se ntleonnelettse le monat
23,15,10.5,ena o le moitsianape wa ditlhalatsanotsa boitekanelo pontshopilane eka leboga emon le benamohlela lekgeloppentle le barekiko gatamosee lan
24,1,30.0,e ketshedimosetso ya kofid nauitlisediwake motswedinya femo konkabokamoso oeya emon a ka nentseridwamabane gore eeraite gore gumpione ke letsatsile lenaneo la batlha ba ba le mogaradi ngwagatse thwap khela e kapabana le batlha bamganrega dingwagatetraf le seeen ba ka simolola go kiryamo entoka jeko mne gare go pola gore gape se se butlhapake goremragogadip
24,2,30.0,tsa di tanko united kingdom di bontsha gore eepana ba keremo ente o le mongifela go nne go bontsitsa gore gonale inflamation mo pelon ee gabakrane ende e mebepi mme go bonara go go bontsha kapa go fireletsa yonne infometion i eu e pelonbitsa napele le haphalapitekanelo le tserithaeto ya gore e go fiwe moento o le mongwe mo bane ktlela go bonwadi badis
24,3,30.0,dintlha mmee kanako e ka juktibatlo arabapoto e ke bonekomafarkatin a butapoloto e ren anangwanaaka o modingwa fante a o tlhwa ka tletla ya ka ya gor akremu endo mmee e ga relebella molao wa m afrika borwa kapagar ela lekhorokhubira galang ngwana ole moding oo le mo ngwagad moo dikarenteta  kapa dingwagatetsatshwakhutlala seein re gabba
24,4,30.0,atlhooki etla ya batsadikapa batlhokomedi ba bone goreba krand me ento mmee e ga tshegela me ento kapagatse selofose he molepeng kae moento o wa kohed ni ke molao ontleolepeng mo te thures akt e duang gore nwana omolomongye a ka kiria of mbugara dingwagate tw le s aka kirea ditirelotsa bitekanelo go tshwana lee
24,5,30.0,go tshwana le thibelapelegi  go ntshampa go kramo ento le go ya kongake nkapakoo tlineking a tlhopa  ditirelopserintsa boitekanelo a sa tlhoki tetla ya mmotsadi kapa ya motlhokomebi mme ge le ka ka le baka lore bona gori  bana bao ba bondingwa gemtleo ba ka kiriamo ento ba hena e ba sa kiria tshotso kapaba sa krate
24,6,30.0,tla ya batshabi kika ke tshetso ya bone ya gore ana babatlo entiwa ka paga babatlokho entiwa emne fe a ka kka kinikibuamabane enon gore go fimolola go entiwa banna bana ke ka le baka leee athendarek jeneral ya koe akhalakipikana yoelen nikled khrest o tlalotsa gore ee go na le nye ento e nnkwi e fing e birisiwe mo afika bora
24,7,30.0,me mopekeng efitileng mo laboraru o fipileng oo defathala boitekanole lebuilo gore go na le mabaka a mantsi a ba bonang gore batho gaba se tlhele batho ba di ngwa gatse etn goyakoo dumu gaba se tlheleba kiria miento go tshwanale gore goyako dipalangwa diatura gabana madi a go tana dipalangwa ne raitgo rek moike mo dibekeng te tlhano te hipilen teng m nkate joophatla yo le
24,8,30.0,tona ya tabitikanelo o nabisile gore go na le diprowense dile tharro ke disetsedisebolota go birisa eeyone baeta dipalangwa tga mahala gore ba bone batho ba kgonotsana komo entong kanako gonne ekganya gore gagona babi a go tanad ntedikaisambathokoo me entong ke ona kgany empebuwa thata ne totatota mo bathombaleng e go tlhela tf ega
24,9,30.0,obua gore ga re lebelletse le anemploement ret ya rona go tlhoka tiro ga batlha babantsimo afika borwa keyone e etsa nkgape gore ko nne thata gore bakreye ekapabaye gwzilo bona moenko ona me raipega ledikgan tse di fohagetseng neherediditan ka bokusanyana rerekidihen le tsona di naye siabi ka mokgo ba tlubayang gwilokramo ento ka yone mme e repot e tsilengko le fa
24,10,30.0,l etlhalotsa gore go bona gore batho ba bantsi sentsa ba dumela mo dikganke ke mapofi ke di lenten n mafarkation abppane ababutapoloso egolo tsegolo mo water marlione fekbok le thutammeentateth a gore  ba ghente ba bona gape gore  bajhakapabana ba bonngwa gate tshwa goklela seei ee
24,11,30.0,ikara baitunine kemo entomme go mpianotle ba go lebeleletswi gore anatle go na le batsha ba bantsi ba batlotswang ba batla go endiwa go tswa kajeku mme basolofela gore ba batla  bona thata  e le batlha kapa bana ba ba lenko ba lin marematlou ba betle baya fekolong eko yunibesiti kolleje kapatiwet kapabailobatla ekiro monwa geng o lapelan
24,12,30.0,gore ba kgono enta dilebakwala dipikotla bonetla bofeletsa marematlou e ditlanka ditoni seen sa dikhalane mme ga re lebeleletse gore ana go botlhokwa gore bana ba entie ee ga re lebeleletse e ka nako ee ya na tpe ya ditshwatlegotsa kowid  didi ragetemo baneng ba ba lemme klase ga dingwa ga twed  ne gwa bontlha gore
24,13,30.0,ke batho babantsi mne ga relebeletsi le dipatlisiso tse ditswang kapa dipalopalo tse ditsanko the national itudy of kommunikal desuset dia bontsha gore ngwana olomongwe o le nka fotlesa dijara tsona tse duli n  mo garababa bab ke mo o lomongwe di kyena anling ee a thellang a le kospetlele e o kapako bokelong ka tshwatsegwo ya kohid  mo batshong bale tinti
24,14,30.0,goa bona gore g le ge se bana ba baitsi ba ba tlokofetsenka lebaka la kohid n dibariente tse di jantle dia bontlha gore di kodi thata mo banee mnee kgwabontlha gore tshwanetse ba entiwe ka ka sebeli gare le belletsec ecc e go ribana le ga basa fellekospetlhelega kokapakobokelong ga ba tshwaitsagile nisd e re bola e re bon
