Episode Number,Chunk Number,Duration (seconds),Transcription,transcription,
17,5,30,arta yane long koitmme baisana petsetse babonyo gore go na lebath ba bantsi ba ba ka bonanditshupopeo le dibeket di le nnemoragogaf ba tsetsennebatshwatagile ka mogare o wa kohid  mme etsetse botlhokapinigariwaka yone long kosit eka le tatile ke gore baret kaloganya gore tatatatabatl ba bambanagana gore ee a esian ke tlatshwaraki kekitlakhyatsaga ka mo gare o ke tlahola ekh e,"1. arta yane long koitmme
2. baisana petsetse babonyo gore go na lebath ba bantsi ba ba ka bonanditshupopeo le dibeket di le nnemoragogaf ba
3. tsetsennebatshwatagile ka mogare o wa kohid  mme etsetse botlhokapinigariwaka yone long kosit eka le
4. tatile ke gore baret kaloganya gore tatatatabatl ba bambanagana gore ee a esian ke tlatshwaraki kekitlakh
5. ya
6. tsaga ka mo gare o ke tlahola ekh e","1. arta yane long koitmme
2. Make sure that there are a lot of people who are watching and watching.
3. tsennebatshwatagile inside the kohid and do what is necessary
4. It is because they are separated that their fathers and grandfathers are close to each other and that this is not the case.
5. go
6. I am in the middle of the day"
17,6,30,rfele mme  gapo yale dipatlisishe di bono gore batho ba baleng bagudi le batho ba ba nnang lemalet ba ba phelanka maletamang a ka re ditahogong kapa ri ka baitanape boduakane baedipa dikhoumobedithitgophela ka marlefe a mangwe ba ka bona ba na le ditshupota kohid tedc mmmilengmme le baba le bathe batha le batho ba ba iponang gore ba ba bantse sintle mo mmelengwa bone le bona ba ka bona gore ba nna le,"1. rfele mme  gapo yale
2. dipatlisishe di bono gore batho ba baleng bagudi le batho ba ba nnang lemale
3. t ba ba phelanka maletamang a ka re ditahogong kapa ri ka baitanape boduakane baedipa dikhoumobedi
4. thitgo
5. phela ka marlefe a mangwe ba ka bona ba na le ditshupota kohid tedc mmmilengmme
6. le baba le bathe batha le batho ba ba iponang gore ba ba bantse sintle mo mmelengwa bone le bona ba ka bona gore ba nna le","1. rfele and gapo yale
2. Research to see that people who read are sick and people who become blind
3. Those who live in the valleys can be in Tahogog or in Taipane, Boudakane, Edipa Dikoumobedi.
4. stroke
5. Live with others who may see evidence on the road
6. the bad and the bad and the people who see themselves as having a lot of sin in the body can also see that they have"
17,7,30,nnlon kohid e ditshupo tse di bontlhang ore o ka nnale long kodidke ga o lapile mommeling thata yone e ri ditamfathi ka sehimane kapa o sopola go hema oekarie ga o heman ka re gaufitlhupoomafatleng yo ne shatnes o bradl gotlhola did joenpi dinne botlhoku kapanafatlha a nne botlhoku e ka r athibani batlhiba bangwe ba bathe ba ba tsherentilankowid baitana,"1. nnlon kohid e ditshupo tse di bontlhang ore o ka nnale
2. long kodidke
3. ga o lapile momme
4. ling thata yone e ri ditamfa
5. thi ka sehimane kapa o sopola go hema oekarie ga o heman ka re gaufitlhupoomafa
6. tleng yo ne shatnes o bradl gotlhola did joenpi dinne botlhoku kapanafa
7. tlha a nne botlhoku e ka r athibani batlhiba bangwe ba bathe ba ba tsherentilankowid baitana","1. nnlon kohid e signs that show ore you can stay
2. long code
3. You are not hungry, mother
4. the other one is called tamfa
5. if you are struggling to breathe or you are not breathing, say gaufitlhupoomafa
6. come yo ne shatnes o bradl gothola did joenpi dinne botluku panafa
7. Let there be a need to help each other, some of them are 30-year-old boys."
17,8,30,babua gore babule gore bana le ba sopolata go bohopoladilo go khonsentlheta le go robala mmantulowa lee  ba na libid eb ba na le tgwago eopan e faselenkapa mdautsa le go re kge peloya bonntse etsamaya ekare e tsamaka le thata e ka rintse ba ba siana kapantsa baeta tsenythethe likepe ka mmele wa bon kgape tsetsen tsee dithipete te bonthangorekan,"1. babua gore babule
2. gore bana le ba sopolata go bohopoladilo go khonsentlheta le go robala mmantulowa lee  ba na libid
3. eb ba na le tgwago
4. eopan e faselenkapa mdautsa le go re kge peloya
5. bonntse etsamaya ekare e tsamaka le thata e ka rintse ba ba siana kapantsa baeta tsenythethe likepe ka mmele wa bon kgape
6. tsetsen tsee dithipete te bonthangorekan","1. tell them to open
2. that the children and those who are struggling to remember to consult and sleep in this house have bids
3. if they have a drink
4. eopan e faselen or mdautsa and say ke peloya
5. They looked as if they were moving hard, and they were leaving each other like they were traveling in small boats with their own bodies.
6. invest these tips te bonthangorekan"
17,9,30,a le long kobid ke batlho baba hellanke e gonkgaka diko kapagun twa tatso ya bone e thabile gabaja bapallake huutwa tato ya dijo mme go re kopotsa gore re gopola gored boleteleba kohid boka re pogela nakintatata momnelengwarenaaaya noet kitile moomoeponjoebile leg,"1. a
2. le long kobid ke batlho baba hellanke e gonkgaka diko kapagun twa tatso ya bone e thabile gabaja bapallake
3. huutwa tato ya dijo mme go re kopotsa gore re gopola gored boleteleba kohid boka re pogela nakinta
4. tata momnelengwarenaaaya
5. noet kitile moomoeponjoebile leg","1. a
2. What is your taste?
3. The taste of food is taken and it reminds us that we remember gored boleteba kohid as we gather nakinta
4. dad momnelengwarenaaaya
5. noet kitile moomoeponjoebile leg"
17,10,30,anonakagana kiika tisa ore nyamma o tla boipheleletla e tuli ore rikhakomele fela a gona ore o ka ipona o na gana gore ee ketla tshwara ke bolwetse boo take tlabona ke keke tlhatehela ka kowid  ketlannasentle go na lidilotsedintsi ebaitnakad lebelepelgape go na le di oken danet tre di ka diragalang pelo mafatlha le bopo bo ka bona gore  hohum bathobatshworaki ditrok,"1. anonakagana kiika tisa ore nyamma o tla boipheleletla e tuli ore rikhakomele fela a gona ore o ka ipona o na
2. gana gore ee ketla tshwara ke bolwetse boo take tlabona ke keke
3. tlhatehela ka kowid  ketlannasentle go na lidilotsedintsi ebaitnakad lebelepelgape go na le di oken
4. danet tre di ka diragalang pelo mafatlha le bopo bo ka bona gore  hohum bathobatshworaki ditrok","1. anonakagana kiika tisa ore nyamma, you will be self-sufficient, quiet, or just praise yourself, or you can see yourself with
2. Deny that I will catch a disease that my father will not see
3. be careful with kowid ketlannasentle there are many miracles that used to be bebelepelgape there are
4. Danet tre can happen to the heart, the soul and the body can see that hohum batobatshworaki ditrok"
17,11,30,moragoga nebatheriki kobid ryd le mnumon ya totatota etletsi gapele ba itanafetsetsa babono gore totatota dikghadio baskula didiss ki tsone ballete a tsamesananle pelo batho ba bantsi ba tshorake malete ao mme sese botlhokasa bofelotinke gor re go potsa barese goreha hau batli go tlhwatagata kobed  go nne ga uitli gore mmelewago o tlotsa yanbolwetse bona moomadating a tsitilenekiual,"1. moragoga nebatheriki kobid ryd le mnumon ya totatota etletsi gapele ba itanafetsetsa babono gore totatota dikg
2. hadio baskula didiss ki tsone ballete a tsamesananle
3. pelo batho ba bantsi ba tshorake malete ao mme sese botlhokasa bofelotinke gor re go potsa barese goreha hau batli go
4. tlhwatagata kobed  go nne ga uitli gore mmelewago
5. o tlotsa yanbolwetse bona moomadating a tsitilenekiual","1. later, Nebateriki Kobid Ryd and Mnumon of Totatota etletsi again strengthened their vision that Totatota kg
2. What are the differences between the boys and girls?
3. Many people are suffering from these problems but it is not necessary.
4. tlhwatagata kobed to be uitli that you are heard
5. he anoints the patient with the citilenekiual mother"
17,12,30,motho o na a  athwaetahile ka boletse bona o kireile mo entong mme le ene o go nne o nanale o naphela ka malwetsa a many o gateletse gwa bontsha gore e mme dingakatsala dimlala gore thankebefi mo enton kabasa fola ke tsanetsa kajepetni ka poiripanafelapelegaotsa mamponjone hae le gorekinya lee kikabonori ke jkina le mathwao ao a lon kowid a go ra go rekiskekago enta kgotsa go ra o rekiletsetse kowid lae,"1. motho o na a  athwaetahile ka boletse bona o kireile mo entong mme le ene o go nne o nanale o na
2. phela ka malwetsa a many o gateletse gwa bontsha gore e mme dingakatsala dimlala gore thanke
3. befi mo enton kabasa fola ke tsanetsa kajepetni ka poiripanafelapelegaotsa mamponjone hae
4. le gorekinya lee kikabonori ke jkina le mathwao ao a lon kowid a go ra go rekis
5. ke
6. kago enta kgotsa go ra o rekiletsetse kowid lae","1. Is a person sick?
2. live with many rains, you are stressed, it shows that it is not enough to fill the tank
3. two of us in the house, I'm going to have a good time, I'm going to go home
4. If you buy this product, I will sell it to you.
5. i
6. To vaccinate or to buy kowid lae"
17,13,30,kgotsago rarkiboya lekonyakeng e nne enamplelere ke entelenge tumi a ka nerubuamo beking ehitileng ka molao wa mo afrika borwa ke gore ga o h  mogananong le etswang ditalote ditsankoo emenserr adwisory kommitey baitaana fe barile o emamalaki a le fed imoragoga talatsatsilo okrileta  dianoses ya kohid  kapa oema malatsi a le ttf go tlwa litsa,"1. kgotsago
2. rarkiboya
3. lekonyakeng e nne enamplelere ke entelenge
4. tumi a ka nerubuamo beking ehitileng ka molao wa mo afrika borwa ke gore ga o h  mogananong le e
5. tswang ditalote ditsankoo emenserr adwisory kommitey baitaana fe barile o emamalaki a le
6. fed imoragoga talatsatsilo okrileta  dianoses ya kohid  kapa oema malatsi a le ttf go
7. tlwa litsa","1. orgogo
2. rarkiboya
3. Konyakeng be enamplerere by the intellect
4. tumi a ka nerubuamo beking ehitile according to the law in south africa is that it is not in conflict with it
5. come out of the talots tsangkoo emenserr advisory committee bayaana fe barile o emamamalaki a le
6. fed imoragoga talasatsilo acrylic dianoses of kohid or oema days and ttf to
7. will call"
17,14,30,la bofelapoo bolin ditlhupo mo mmelengwago e wa kowed mege kyone e ke ke tsoneferedbirisang goit gore o enta leng o ka nna ntsa o enta se ki sitseng gore o ka nna enta moragwwamatsatsi ao nne go botlhoka gore ga o sense o na le ditshupotsa lon koburd o ya o bueleng aka ya gago e gore o kaetsayang ka mo ento kapa le gore ophele o ka bona gore huntse gona le ditritmenteteding te o dikayang,"1. la bofelapoo bolin ditlhupo mo mmelengwago
2. e wa kowed mege kyone e ke ke tsoneferedbirisang goit gore o enta leng o ka nna ntsa o enta se ki
3. sitseng gore o ka nna enta moragwwamatsatsi ao nne go botlhoka gore ga o sense o na le ditshupotsa lon koburd o
4. ya o bueleng aka ya gago e gore o kaetsayang ka mo ento kapa le gore ophele o ka bona gore huntse gona le dit
5. ritmenteteding te o dikayang","1. of sexual intercourse in the womb
2. If you have been infected, it will not affect you.
3. If you can inject in the afternoon, it is important that you do not have any symptoms.
4. The person who told you is that you are going to be vaccinated or even if you are alive, you can see that there is something wrong with you.
5. ritmenteteding te o ikayakat"
17,15,11.07,ponthang gore e wa fola momnele re lebogilepontso o tlhwle sentlhe tle re lebgetsi theri mste eo atlhwalahentleti le barete ba tlhwalefetla,"1. ponthang gore e wa fola momnele re lebogilepontso o tlhwle
2. sentlhe tle re lebgetsi theri mste eo atlhwalahentleti le barete ba tlhwalefetla","1. show that it is healed, thank you and show it off
2. Let's do everything in the land where the rent is paid and the rent is paid."
18,1,30,eketshedimosetso ya kowid n oitlisediwa ke motswedinya femo konkabokamooso soseralakisa ga go dok ka tsolapele aikialega emon n gonne retshelamanakung ematlifiga jaana emonnane go reikitlumelna ka godumedisa ke di meitsa ketsetana  ya ronae mofela ed dimeisegapele bahedulen le kokola dirage le bareti ba botsebing fn een eman grektmoleyanakeremgatseke ren,"1. eketshedimosetso ya kowid n oitlisediwa ke motswedinya femo konkabokamooso soseralakisa ga go dok ka
2. tsolapele aikialega emon n gonne retshelamanakung ematlifiga jaana emonnane go reikitlumelna
3. ka godumedisa ke di meitsa ketsetana  ya ronae
4. mofela ed dimeisegapele bahedulen le kokola dirage le bareti ba botsebing fn een eman grektmole
5. yanakeremgatseke
6. ren","1. The extension of the kowid n oitinya by the researcher at the firm konkabokamooso sosera is not docked
2. keep going because the weather is getting worse
3. I said goodbye and made them our little girl
4. the whole of the ed dimeisegapele bahedulen and kokola dirage and bereti tesobesi fn een eman grektmole
5. yanakeremgastke
6. ren"
18,2,30,ee kiratao ka gatelela ntla goreng mokga o ribuang le batho ba bango kaoneng bogobe jang batho ba ba belaela mo entewa kohid  kodira phaloganyo ee go lothata mo goreng batetsheto ya goren a ke ka baentiwe go tsanyano ritlapamokga oo maleba gobua ga ka go belaela moenton hententer thanepe go fetola dipelu le megopolo ya bagisanba runan ka gamme ento le bo tlhokoajo go entiwa mogaetsho idiana gore go nad,"1. ee kiratao ka gatelela ntla goreng mokga o ribuang le batho ba bango kaoneng bogobe jang batho ba ba belaela mo entewa
2. kohid  kodira phaloganyo ee go lothata mo goreng batetsheto ya goren a ke ka baentiwe go tsanyano
3. ritlapamokga oo maleba gobua ga ka go belaela moenton hententer thanepe go fetola dipelu le megopolo ya bagisanba
4. runan ka gamme
5. ento le bo tlhokoa
6. jo go entiwa mogaetsho idiana gore go nad","1. Yes, I want to emphasize why a party that is in conflict with their people, how can people doubt them when they are vaccinated?
2. kohid kodira is seeking a compromise so that those who believe that they cannot be inoculated
3. The right way to change the hearts and minds of the people
4. runan ka gamme
5. vaccine and care
6. When the sister is vaccinated, it is confirmed that there is nad"
18,3,30,ttadi bitharotsabagi fa etla mo morarong wa moenton e len batho ba ba amogelam moento batho ba ba tsabatlon go entiwa ga mmo go le batho ba bafantin ba ikakanya e bile baisi batetshetso ya go entiwa kajalo go bo tlhokwa gore bathoba bogolo ba ba tsabatli moento le ba ba fanten ba ikakanya banyeele thedimtetso e tipibetso e bidedimaleba rethanetse gorer le tsejhaba puso gopaheteo se the mealanang ka ditedimtsetso te bi ka gap,"1. ttadi bitharotsabagi fa etla mo morarong wa moenton e len batho ba ba amogelam moento batho ba ba tsabatlon go
2. entiwa ga mmo go le batho ba bafantin ba ikakanya e bile baisi batetshetso ya go entiwa kajalo
3. go bo tlhokwa gore bathoba bogolo ba ba tsabatli moento le ba ba fanten ba ikakanya banyeele thedimtetso e tipibetso
4. e bidedimaleba rethanetse gorer le tsejhaba puso gopaheteo se the mealanang ka ditedimtsetso te
5. bi ka gap","1. When it comes to the vaccination plan, the people who receive the vaccination are the people who want to
2. Vaccination of the mother is done by people who think they are the ones who support the vaccination.
3. It is necessary that the people, especially those who use the vaccine and those who seek it, rely on the means of protection and prevention.
4. It is important for us to know and understand the government and the people who are dealing with it.
5. bi ka gap"
